loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
10000,10000,10000, 36 months,11.47%,329.62,B,B5,Mechanic,10+ years,RENT,31000,Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,883xx,NM,18.3,0,07-Dec,2,,,6,0,7742,45%,11,w,4868.84,4868.84,6579.66,6579.66,5131.16,1448.5,0,0,0,17-Dec,329.62,18-Jan,17-Dec,0,,1,Individual,,,,0,0,10877,1,1,0,0,37,3135,48,1,2,3048,46,17200,0,0,2,2,1813,9458,45,0,0,99,62,2,2,0,2,,0,,0,5,5,5,5,6,5,5,5,6,0,0,0,1,100,20,0,0,23724,10877,17200,6524
18000,18000,18000, 36 months,15.31%,626.72,C,C5,Sales,8 years,OWN,75000,Verified,16-Mar,Current,n,,,credit_card,Credit card refinancing,705xx,LA,29.12,0,04-Jun,1,76,,11,0,15236,68%,30,w,9018.22,9018.22,12503.78,12503.78,8981.78,3522,0,0,0,17-Dec,626.72,18-Jan,17-Dec,0,,1,Individual,,,,0,0,56989,1,3,1,1,4,41753,57,1,4,5072,64,22400,2,0,2,5,5181,784,92,0,0,129,141,12,4,0,16,,5,76,0,2,6,3,5,14,8,16,6,11,0,0,0,2,96.7,66.7,0,0,86832,56989,9800,64432
22000,22000,22000, 36 months,6.49%,674.18,A,A2,Key Account Manager,10+ years,MORTGAGE,134000,Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,338xx,FL,26.33,0,May-72,1,,,20,0,60963,67%,34,w,10206.62,10206.62,13579.63,13579.63,11793.38,1786.25,0,0,0,17-Dec,774.18,18-Jan,17-Sep,0,,1,Individual,,,,0,0,405151,2,2,1,1,1,39179,71,0,1,11746,67,90900,0,0,2,3,21323,7333,91,0,0,133,526,20,1,4,20,,2,,0,6,14,11,11,5,14,24,13,19,,0,0,2,100,100,0,0,456923,101287,44000,55537
6000,6000,6000, 36 months,16.29%,211.81,D,D1,Loader,7 years,MORTGAGE,40000,Source Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,422xx,KY,28.44,0,04-May,3,31,58,12,1,8421,34.80%,33,w,3027.53,3027.53,4225.34,4225.34,2972.47,1252.87,0,0,0,17-Dec,211.81,18-Jan,17-Dec,0,53,1,Individual,,,,0,0,70866,4,2,3,4,3,34089,97,3,4,2744,72,24200,1,0,15,8,6442,12095,35.7,0,0,128,142,5,3,2,5,38,0,31,1,4,6,4,7,16,8,15,6,12,0,0,0,6,87.9,0,0,0,92210,42510,18800,35208
30000,30000,30000, 36 months,9.75%,964.5,B,B3,,n/a,MORTGAGE,89600,Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,233xx,VA,21.15,0,Oct-96,1,51,,22,0,45643,64%,43,w,14416.18,14416.18,19257.5,19257.5,15583.82,3673.68,0,0,0,17-Dec,964.5,18-Jan,17-Dec,0,,1,Individual,,,,0,0,45643,0,0,0,0,64,0,0,2,4,4412,64,71690,0,3,1,4,2282,3586,44,0,0,165,233,7,7,1,16,,2,51,0,7,20,12,12,7,20,35,17,20,,0,0,2,98,57.1,0,0,71690,45643,25100,0
18000,18000,18000, 60 months,19.99%,476.79,E,E1,Director - Urban Consortium,10+ years,MORTGAGE,102000,Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,071xx,NJ,30.64,0,Jun-98,2,,114,24,1,16098,22.70%,53,w,13841.01,13841.01,9495.82,9495.82,4158.99,5336.83,0,0,0,17-Dec,476.79,18-Jan,17-Dec,0,,1,Individual,,,,0,0,435806,5,3,5,10,3,105651,88,3,5,1946,45,70900,3,0,11,16,18948,34035,25.7,0,0,136,149,4,3,6,4,,1,,0,12,17,13,16,20,20,27,17,24,0,0,0,9,100,7.7,1,0,501508,121749,45800,115183
35000,35000,35000, 36 months,17.27%,1252.56,D,D2,Finance Manager,5 years,MORTGAGE,265000,Verified,16-Mar,Fully Paid,n,,,credit_card,Credit card refinancing,365xx,AL,22.26,0,08-Apr,4,,,44,0,73086,42.80%,96,w,0,0,39191.34333,39191.34,35000,4191.34,0,0,0,16-Dec,30024.12,,17-Jan,0,,1,Individual,,,,0,0,681721,3,9,11,15,6,143718,74,5,19,6299,54,170700,10,43,16,35,15494,57063,33.2,0,0,93,95,1,1,4,1,,1,,0,13,24,17,26,42,31,50,24,44,0,0,0,17,100,5.9,0,0,846177,216804,85400,176201
15500,15500,15500, 60 months,15.31%,371.28,C,C5,Supply Chain Administrator,5 years,RENT,63000,Verified,16-Mar,Fully Paid,n,,,debt_consolidation,Debt consolidation,787xx,TX,22.55,0,05-Mar,0,32,,8,0,14445,65.70%,30,w,0,0,19035.32686,19035.33,15500,3535.33,0,0,0,17-Dec,11996.26,,17-Dec,0,42,1,Individual,,,,0,0,32920,0,2,2,3,7,18475,71,0,3,9246,69,22000,0,3,0,6,5487,6555,68.8,0,0,124,132,19,7,0,19,43,15,32,1,2,2,5,11,10,6,20,2,8,0,0,0,2,95.8,33.3,0,0,47984,32920,21000,25984
25000,25000,25000, 36 months,5.32%,752.87,A,A1,veterinary technician,10+ years,OWN,65000,Not Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,275xx,NC,11.67,0,Feb-00,1,,,10,0,8363,26.40%,33,w,11603.8,11603.8,15042.62,15042.62,13396.2,1646.42,0,0,0,17-Dec,752.87,18-Jan,17-Dec,0,,1,Individual,,,,0,0,23420,1,1,0,1,15,15057,75,2,4,2586,45,31700,1,3,2,5,2342,16714,28.6,0,0,68,193,4,4,0,11,,4,,0,4,5,6,22,3,9,30,5,10,0,0,0,2,100,0,0,0,51700,23420,23400,20000
10850,10850,10850, 36 months,13.67%,369.1,C,C3,Manager,10+ years,MORTGAGE,44000,Verified,16-Mar,Current,n,,,credit_card,Credit card refinancing,254xx,WV,32.01,0,Jan-89,0,58,59,11,1,12347,64.30%,26,w,5370.48,5370.48,7365.52,7365.52,5479.52,1886,0,0,0,17-Dec,369.1,18-Jan,17-Sep,0,58,1,Individual,,,,0,0,176684,2,3,2,2,4,35785,81,1,3,6282,76,19200,2,1,4,6,17668,3553,77.7,0,0,173,326,3,3,4,3,58,4,58,0,4,4,4,10,9,7,13,4,10,0,0,0,3,95.7,50,1,0,200322,48132,15900,44472
15000,15000,15000, 60 months,11.99%,333.6,C,C1,,n/a,RENT,37692,Verified,16-Mar,Current,n,,,credit_card,,751xx,TX,10.02,0,07-Oct,0,,,5,0,14612,55.60%,7,w,10954.89,10954.89,6652.02,6652.02,4045.11,2606.91,0,0,0,17-Dec,333.6,18-Jan,17-Dec,0,,1,Individual,,,,0,0,14612,0,0,0,0,81,0,,1,1,4542,56,26300,1,1,1,1,2922,6167,58.3,0,0,81,101,11,11,0,11,,8,,0,3,4,3,3,1,5,6,4,5,0,0,0,1,100,66.7,0,0,26300,14612,14800,0
8000,8000,8000, 36 months,6.49%,245.16,A,A2,admin,5 years,OWN,38000,Not Verified,16-Mar,Current,n,,,credit_card,Credit card refinancing,272xx,NC,19.84,0,Aug-99,0,49,,9,0,10082,47.30%,24,w,3747.78,3747.78,4897.43,4897.43,4252.22,645.21,0,0,0,17-Dec,245.16,18-Jan,17-Dec,0,49,1,Individual,,,,0,0,26704,1,2,0,2,14,16622,83,1,3,3889,64,21300,1,3,0,5,2967,5565,58.5,0,0,142,199,4,4,0,30,,14,,1,3,6,3,5,6,7,17,6,9,0,0,0,1,91.7,0,0,0,41448,26704,13400,20148
21000,21000,21000, 36 months,13.67%,714.37,C,C3,General Manager,2 years,MORTGAGE,127500,Not Verified,16-Mar,Late (31-120 days),n,,,debt_consolidation,Debt consolidation,829xx,WY,27.54,2,Feb-93,1,17,,12,0,15125,85.90%,36,w,11568.44,11568.44,12826.76,12826.76,9431.56,3395.2,0,0,0,17-Oct,714.37,18-Jan,17-Dec,0,,1,Individual,,,,0,128,310152,0,4,2,3,7,80623,58,1,2,4896,65,17600,6,8,10,5,25846,156,97.9,0,0,137,277,10,7,5,24,,0,19,0,2,7,2,4,15,7,16,7,12,0,0,0,3,91.7,100,0,0,345011,95748,7300,103261
6500,6500,6500, 36 months,11.47%,214.26,B,B5,Event Manager,3 years,RENT,55000,Source Verified,16-Mar,Current,n,,,credit_card,Credit card refinancing,222xx,VA,16,0,04-Aug,0,24,,8,0,6595,91.60%,20,w,3164.6,3164.6,4307.98,4307.98,3335.4,972.58,0,0,0,17-Dec,214.26,18-Jan,17-Dec,0,79,1,Individual,,,,0,0,47452,0,4,0,0,54,29184,98,0,1,5404,97,7200,0,0,0,1,6779,605,91.6,0,0,139,118,17,17,0,17,,17,24,0,2,2,2,3,14,2,4,2,8,0,0,0,0,90,100,0,0,119685,47452,7200,29661
16100,16100,16100, 60 months,12.99%,366.25,C,C2,Service,10+ years,MORTGAGE,35000,Not Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,420xx,KY,27.54,0,Sep-95,0,,,8,0,15457,84%,15,w,11838.95,11838.95,7301.76,7301.76,4261.05,3040.71,0,0,0,17-Dec,366.25,18-Jan,17-Dec,0,,1,Individual,,,,0,0,33099,0,1,0,1,18,17642,80,0,0,6331,82,18400,1,1,0,1,4137,1351,91.7,0,0,130,171,65,18,1,65,,18,,0,6,7,6,7,5,7,9,7,8,0,0,0,0,100,83.3,0,0,40439,33099,16200,22039
13000,13000,13000, 36 months,10.75%,424.07,B,B4,Branch Superintendent,10+ years,RENT,75129,Not Verified,16-Mar,Fully Paid,n,,,other,Other,027xx,MA,27.56,0,03-May,1,,,16,0,23398,41.80%,35,w,0,0,14089.32351,14089.32,13000,1089.32,0,0,0,17-Feb,10288.22,,17-Feb,0,,1,Individual,,,,0,1056,65233,0,2,0,1,23,41835,,4,9,7242,42,56000,0,0,3,10,4077,16030,58.5,0,0,154,150,7,7,0,7,,4,,0,6,8,9,18,8,14,27,8,16,0,0,0,4,100,66.7,0,0,131598,65233,38600,75598
4800,4800,4800, 36 months,15.31%,167.13,C,C5,medical assistant,10+ years,MORTGAGE,22000,Source Verified,16-Mar,Current,n,,,credit_card,,456xx,OH,37.32,0,Oct-90,0,,67,10,1,4215,62%,23,w,2404.75,2404.75,3334.43,3334.43,2395.25,939.18,0,0,0,17-Dec,167.13,18-Jan,17-Dec,0,,1,Individual,,,,0,0,6141,0,1,0,0,71,1926,6,2,2,1631,15,6800,0,0,0,2,768,311,90.3,0,0,121,305,7,7,1,7,,,,0,3,7,3,8,3,9,19,7,9,0,0,0,2,100,100,1,0,41464,6141,3200,34664
16000,16000,16000, 60 months,8.39%,327.42,B,B1,Store Manager,10+ years,MORTGAGE,150000,Not Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,306xx,GA,23.21,0,Jul-87,0,,,31,0,138856,53.50%,56,w,11390.21,11390.21,6533.48,6533.48,4609.79,1923.69,0,0,0,17-Dec,327.42,18-Jan,17-Dec,0,,1,Individual,,,,0,0,411891,0,4,0,0,66,201191,88,1,2,18502,66,236200,0,0,1,2,15842,45636,59.7,0,0,141,344,7,7,1,7,,9,,0,11,16,14,21,10,26,45,16,31,0,0,0,1,100,30.8,0,0,610638,340047,113200,209938
11200,11200,11200, 36 months,7.39%,347.83,A,A4,quality control inspector,7 years,OWN,40000,Verified,16-Mar,Fully Paid,n,,,debt_consolidation,Debt consolidation,162xx,PA,11.4,0,Apr-83,0,,,6,0,7267,47.50%,9,w,0,0,12086.27462,12086.27,11200,886.27,0,0,0,17-Aug,6878.02,,17-Aug,0,,1,Individual,,,,0,0,9162,1,1,0,1,23,1895,47,3,3,1460,48,15300,0,0,2,4,1832,3702,36.2,0,0,23,395,5,5,0,5,,12,,0,2,4,3,4,1,5,8,4,6,0,0,0,3,100,50,0,0,19300,9162,5800,4000
2400,2400,2400, 36 months,17.27%,85.89,D,D2,Secretary,1 year,RENT,20160,Source Verified,16-Mar,Charged Off,n,,,car,Car financing,347xx,FL,11.9,0,09-Nov,3,,,7,0,1430,29.20%,12,f,0,0,1185.22,1185.22,790.18,395.04,0,0,0,17-Jun,85.89,,17-Dec,0,,1,Individual,,,,0,797,42767,2,3,1,1,3,41337,90,2,3,256,84,4900,0,1,3,4,6110,44,85.3,0,0,76,26,6,3,0,6,,4,,0,1,3,1,1,8,4,4,3,7,0,0,0,3,100,100,0,0,50985,42767,300,46085
30000,30000,30000, 60 months,10.75%,648.54,B,B4,Manager,2 years,MORTGAGE,125000,Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,775xx,TX,22.14,0,Jun-98,0,,,20,0,26495,53.20%,43,w,21721.67,21721.67,13005.72,13005.72,8278.33,4727.39,0,0,0,17-Dec,648.54,18-Jan,17-Dec,0,,1,Individual,,,,0,0,256353,0,13,0,1,19,91160,81,0,3,13296,66,49800,0,3,0,4,12818,1305,95.3,0,0,213,205,19,19,2,19,,19,,0,3,3,3,7,26,6,15,3,20,0,0,0,0,100,100,0,0,323064,117655,27800,127618
35000,35000,35000, 60 months,14.46%,822.76,C,C4,Controller,4 years,MORTGAGE,220000,Verified,16-Mar,Current,n,,,credit_card,Credit card refinancing,600xx,IL,19.58,1,May-84,1,21,,13,0,160259,96%,29,w,25993.37,25993.37,16398.97,16398.97,9006.63,7392.34,0,0,0,17-Dec,822.76,18-Jan,17-Dec,0,44,1,Individual,,,,0,0,676530,3,5,5,5,2,89262,96,0,0,5766,96,166355,0,1,1,5,52040,4217,96,0,0,161,382,25,2,5,25,12,6,12,1,3,7,4,8,13,7,13,6,13,,0,1,5,79,100,0,0,684051,103726,12650,92696
20000,20000,20000, 36 months,11.99%,664.2,C,C1,Sales Director,7 years,MORTGAGE,340000,Not Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,430xx,OH,6.36,0,Dec-90,2,38,,13,0,27560,53.80%,15,w,9775.94,9775.94,13257.36,13257.36,10224.06,3033.3,0,0,0,17-Dec,664.2,18-Jan,17-Dec,0,,1,Individual,,,,0,0,336552,3,1,0,0,66,1676,6,3,6,2746,36,51200,1,0,2,6,25889,3667,54.2,0,0,70,303,0,0,1,28,,0,,0,2,11,2,2,2,11,12,11,13,0,0,0,3,93.3,50,0,0,406343,29236,8000,29223
7800,7800,7800, 36 months,14.46%,268.34,C,C4,LVN,2 years,RENT,38000,Source Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,914xx,CA,6.48,1,11-Jul,1,22,,10,0,4946,78.50%,11,w,3883.43,3883.43,5354.27,5354.27,3916.57,1437.7,0,0,0,17-Dec,268.34,18-Jan,17-Dec,0,27,1,Individual,,,,0,100,23918,0,8,0,0,28,18972,97,2,2,3821,92,6300,1,0,5,2,2392,1354,78.5,0,0,56,55,11,11,0,11,,0,22,0,2,2,2,2,8,2,3,2,10,0,0,0,2,90.9,50,0,0,25882,23918,6300,19582
10000,10000,10000, 36 months,13.67%,340.18,C,C3,Professor,5 years,RENT,75000,Source Verified,16-Mar,Charged Off,n,,,debt_consolidation,Debt consolidation,761xx,TX,5.18,3,06-Aug,3,16,,15,0,5446,20.90%,38,w,0,0,2664.48,2664.48,1866.93,780.54,17.01,0,0,16-Dec,340.18,,17-Dec,0,,1,Individual,,,,0,777,5446,4,0,0,0,37,0,,6,7,4234,21,26100,0,0,3,7,454,13799,27.8,0,0,115,115,1,1,0,5,18,1,16,0,5,8,5,5,20,14,17,8,15,0,0,0,6,81.1,0,0,0,26100,5446,19100,0
5175,5175,5175, 36 months,17.27%,185.2,D,D2,Manager,1 year,MORTGAGE,31000,Not Verified,16-Mar,Current,n,,,credit_card,,474xx,IN,27.49,0,Aug-00,1,75,,12,0,11049,85.70%,31,w,2629.96,2629.96,3694.07,3694.07,2545.04,1149.03,0,0,0,17-Dec,185.2,18-Jan,17-Dec,0,79,1,Individual,,,,0,0,121105,1,6,3,7,6,43541,98,1,3,3152,96,12900,2,1,13,10,10092,315,93.8,0,0,187,115,12,6,2,12,,0,75,0,2,4,2,7,14,4,15,4,12,0,0,0,4,96.8,100,0,0,129829,54590,5100,44270
7000,7000,7000, 36 months,8.39%,220.62,B,B1,Electrician,6 years,RENT,75000,Not Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,537xx,WI,10.92,0,Dec-93,1,31,,8,0,12773,44.50%,10,w,3328.52,3328.52,4405.87,4405.87,3671.48,734.39,0,0,0,17-Dec,220.62,18-Jan,17-Dec,0,,1,Individual,,,,0,0,37814,0,2,0,0,32,25041,91,0,0,6020,67,28700,0,0,1,0,4727,1847,86.8,0,0,55,267,27,27,0,27,,2,31,0,3,5,3,4,2,6,8,5,8,0,0,0,0,90,66.7,0,0,56303,37814,14000,27603
6400,6400,6400, 36 months,11.47%,210.96,B,B5,,n/a,MORTGAGE,58900.67,Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,456xx,OH,17.22,0,Sep-78,0,63,,10,0,2930,14.20%,29,w,3115.99,3115.99,4211.04,4211.04,3284.01,927.03,0,0,0,17-Dec,210.96,18-Jan,17-Dec,0,66,1,Individual,,,,0,0,92814,3,2,1,1,6,25177,73,3,4,0,51,20600,0,0,1,5,10313,12500,0,0,0,179,450,1,1,5,1,63,10,63,0,0,4,1,7,6,6,18,4,10,0,0,0,4,72.4,0,0,0,148100,28107,12500,34301
6300,6300,6300, 36 months,9.16%,200.81,B,B2,Certified Medical Asst,9 years,RENT,33000,Source Verified,16-Mar,Current,n,,,credit_card,Credit card refinancing,600xx,IL,22.58,0,04-May,0,,,10,0,5959,30.90%,21,w,3013.62,3013.62,4009.79,4009.79,3286.38,723.41,0,0,0,17-Dec,200.81,18-Jan,17-Dec,0,,1,Individual,,,,0,203,18195,1,1,1,1,12,12236,59,2,6,3405,45,19300,0,4,4,7,1820,4319,56.8,0,0,142,141,5,5,0,5,,7,,0,3,5,3,5,7,9,13,5,10,0,0,0,3,100,0,0,0,40093,18195,10000,20793
6000,6000,6000, 36 months,15.31%,208.91,C,C5,Intern,< 1 year,RENT,30000,Source Verified,16-Mar,Current,n,,,credit_card,Credit card refinancing,379xx,TN,17.03,0,12-Aug,0,,,7,0,5837,50.30%,7,w,2739.74,2739.74,4376.9,4376.9,3260.26,1116.64,0,0,0,17-Dec,208.91,18-Jan,17-Dec,0,,1,Individual,,,,0,0,15764,1,1,1,1,11,9927,86,1,1,2563,68,11600,0,3,2,2,2252,4514,51.5,0,0,11,43,1,1,0,1,,11,,0,3,5,3,3,1,6,6,5,7,0,0,0,2,100,33.3,0,0,23088,15764,9300,11488
24000,24000,24000, 60 months,17.27%,599.96,D,D2,Sales,2 years,RENT,50000,Source Verified,16-Mar,Current,n,,,credit_card,Credit card refinancing,750xx,TX,13.18,0,03-Aug,0,74,,12,0,11576,30.30%,20,w,18148.77,18148.77,11953.15,11953.15,5851.23,6101.92,0,0,0,17-Dec,599.96,18-Jan,17-Dec,0,74,1,Individual,,,,0,0,28487,2,2,1,2,6,16911,78,3,7,4361,48,38200,0,0,1,9,2374,14924,43.7,0,0,151,93,5,5,0,5,74,7,74,2,5,5,7,9,7,10,13,5,12,0,0,0,4,90,0,0,0,59809,28487,26500,21609
10000,10000,10000, 36 months,10.75%,326.21,B,B4,Library Assistant,10+ years,MORTGAGE,35013.51,Not Verified,16-Mar,Charged Off,n,,,debt_consolidation,Credit card refinancing,330xx,FL,26.98,0,Aug-88,1,,84,16,1,11475,39%,35,w,0,0,4435.1,4435.1,2722.67,853.7,0,858.73,154.5714,17-Mar,326.21,,17-Aug,0,62,1,Individual,,,,0,0,19236,3,1,0,0,49,7761,43,5,8,5521,39,29650,0,0,3,8,1282,4000,47,0,0,49,331,2,2,4,2,,2,,0,4,14,12,12,1,14,30,8,15,,0,0,5,97,50,1,0,47698,19236,16000,18048
9550,9550,9550, 36 months,14.46%,328.54,C,C4,,n/a,OWN,50000,Source Verified,16-Mar,Charged Off,n,,,home_improvement,Home improvement,334xx,FL,7.63,0,Jan-85,0,,,4,0,10728,21.90%,16,f,0,0,5554.49,5554.49,4000.67,1553.82,0,0,0,17-Aug,328.54,,17-Dec,0,,1,Individual,,,,0,181,10728,1,0,0,0,,0,,1,3,7210,22,49000,0,0,0,3,2682,38272,21.9,0,0,,374,3,3,3,3,,,,0,2,2,4,7,0,4,13,2,4,0,0,0,1,100,0,0,0,49000,10728,49000,0
7250,7250,7250, 36 months,6.97%,223.76,A,A3,RN,10+ years,RENT,80000,Source Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,984xx,WA,9.9,0,01-Oct,1,,,6,0,20284,58%,21,w,3409.38,3409.38,4469.59,4469.59,3840.62,628.97,0,0,0,17-Dec,223.76,18-Jan,17-Dec,0,61,1,Individual,,,,0,0,20284,1,0,0,0,100,0,0,1,2,8364,58,35100,0,0,2,2,3380,9200,65,0,0,134,173,4,4,3,15,,4,,0,3,6,6,6,8,6,9,5,6,,0,0,1,90,33.3,0,0,35100,21242,27600,0
7000,7000,7000, 36 months,9.75%,225.05,B,B3,VIP Coordinator,8 years,RENT,40000,Source Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,553xx,MN,29.57,0,10-Feb,0,,,21,0,10337,24.30%,30,w,3365.35,3365.35,4493.42,4493.42,3634.65,858.77,0,0,0,17-Dec,225.05,18-Jan,17-Dec,0,,1,Individual,,,,0,0,43395,4,2,2,2,1,33058,98,3,7,1575,57,42600,0,6,0,9,2066,10620,32.8,0,0,64,73,4,1,0,4,,14,,0,6,14,6,6,6,19,24,14,21,0,0,0,5,100,0,0,0,76446,43395,15800,33846
40000,40000,40000, 60 months,7.89%,808.96,A,A5,CM2,< 1 year,MORTGAGE,80500,Verified,16-Mar,Current,n,,,home_improvement,Home improvement,301xx,GA,3.74,0,Nov-92,0,26,,7,0,414,2.50%,16,w,28371.09,28371.09,16144.13,16144.13,11628.91,4515.22,0,0,0,17-Dec,808.96,18-Jan,17-Dec,0,68,1,Individual,,,,0,0,8354,0,0,0,0,30,0,,0,0,414,29,16800,0,0,4,0,1193,14886,2.7,0,0,280,98,27,27,0,27,,2,26,1,1,1,5,5,5,6,9,1,7,0,0,0,0,87.5,0,0,0,29193,8354,15300,0
16000,16000,16000, 36 months,8.39%,504.27,B,B1,Assembler-Tech,3 years,MORTGAGE,62000,Not Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,934xx,CA,14.67,0,Aug-90,0,40,,10,0,10108,36.90%,32,w,7610.72,7610.72,10070.48,10070.48,8389.28,1681.2,0,0,0,17-Dec,504.27,18-Jan,17-Dec,0,40,1,Individual,,,,0,0,17936,1,1,2,2,8,7828,47,2,5,5622,41,27400,1,0,0,7,1794,9362,46.2,0,0,166,307,1,1,0,8,40,19,40,1,3,6,5,11,15,9,17,6,10,0,0,0,4,84.4,0,0,0,44016,17936,17400,16616
13200,13200,13200, 60 months,10.75%,285.36,B,B4,Software Developer,8 years,RENT,43000,Verified,16-Mar,Current,n,,,credit_card,Credit card refinancing,339xx,FL,30.51,0,06-Jan,2,,,17,0,17415,51%,33,w,9557.48,9557.48,5691.43,5691.43,3642.52,2048.91,0,0,0,17-Dec,285.36,18-Jan,17-Dec,0,,1,Individual,,,,0,0,66436,1,6,0,1,20,49021,81,1,1,4804,71,84600,0,6,3,2,3908,5565,67.3,0,0,122,121,6,6,0,6,,4,,0,5,8,7,10,13,11,20,8,17,0,0,0,1,97,42.9,0,0,144835,66436,17000,60235
17475,17475,17475, 60 months,11.47%,384.06,B,B5,,n/a,MORTGAGE,41682,Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,796xx,TX,30.06,0,Feb-76,0,,,10,0,24431,27.60%,18,w,12716.75,12716.75,7664.49,7664.49,4758.25,2906.24,0,0,0,17-Dec,384.06,18-Jan,17-Dec,0,,1,Individual,,,,0,0,118388,0,0,0,0,37,0,,0,1,10239,28,62500,0,0,0,1,11839,17072,20.4,0,0,140,481,22,22,1,22,,,,0,5,7,5,7,4,9,13,7,10,0,0,0,0,100,20,0,0,164838,24431,31500,0
20000,20000,20000, 36 months,5.32%,602.3,A,A1,President,10+ years,MORTGAGE,165000,Not Verified,16-Mar,Fully Paid,n,,,debt_consolidation,,604xx,IL,9.01,0,Jan-98,0,,,14,0,20577,32.60%,30,w,0,0,21334.96799,21334.97,20000,1334.97,0,0,0,17-Dec,9903.09,,17-Dec,0,,1,Individual,,,,0,328,267437,0,3,0,0,38,28393,57,2,4,11265,43,63200,0,0,1,5,19103,26389,42.9,0,0,54,218,8,8,3,11,,8,,0,3,4,5,13,4,10,23,4,14,0,0,0,2,100,40,0,0,340903,48970,46200,49703
10000,10000,10000, 60 months,14.46%,235.08,C,C4,Teacher,10+ years,MORTGAGE,65000,Not Verified,16-Mar,Current,n,,,debt_consolidation,Debt consolidation,132xx,NY,22.32,1,Nov-97,1,20,,25,0,10819,46%,40,w,7426.95,7426.95,4685.53,4685.53,2573.05,2112.48,0,0,0,17-Dec,235.08,18-Jan,17-Dec,0,28,1,Individual,,,,0,88,191524,2,11,0,4,17,99247,88,4,8,2877,80,23500,0,6,3,12,7661,6061,49.9,0,0,220,128,0,0,2,6,,0,,4,5,11,5,7,19,13,18,11,25,0,0,0,4,89.7,0,0,0,221486,110066,12100,113486
18200,18200,18200, 60 months,9.16%,379.22,B,B2,Clerk,4 years,MORTGAGE,50000,Not Verified,16-Mar,Charged Off,n,,,debt_consolidation,Debt consolidation,117xx,NY,16.99,0,Nov-83,1,,,24,0,18380,17.10%,58,w,0,0,6099,6099,4072.84,2007.2,18.96,0,0,17-Dec,50,,17-Dec,0,,1,Individual,,,,0,0,18982,1,0,0,0,75,0,,1,2,9919,16,107500,0,0,1,2,863,74866,18.4,0,0,140,388,1,1,3,20,,0,,0,6,10,13,31,3,22,50,10,24,0,0,0,1,100,0,0,0,118768,18982,91700,0
